repeat,shift_index,shift,causal_renal_path_estimate,true_renal_path,causal_inflammation_path_estimate,true_inflammation_path,adjusted_irrelevant_slope_rms,target_missing_fraction,target_all_missing_rate
217,0,Exact no shift,0.74834939551579,1.0,0.9879139618714893,0.8,0.18555438594788365,0.05566666666666667,0.0
218,0,Exact no shift,0.8543999137422253,1.0,0.6224145226016944,0.8,0.17139688133246742,0.054,0.0
219,0,Exact no shift,1.2424394358831594,1.0,0.6033852093223661,0.8,0.17009578517955082,0.04533333333333334,0.001
220,0,Exact no shift,1.161353799240673,1.0,0.8927253348886491,0.8,0.13781371005933932,0.051333333333333335,0.001
221,0,Exact no shift,1.195973784894327,1.0,1.114178399406203,0.8,0.236955265411529,0.05633333333333333,0.0
222,0,Exact no shift,0.6816668257991498,1.0,0.7036661438355893,0.8,0.20801641262345485,0.051666666666666666,0.0
223,0,Exact no shift,0.8591578846374917,1.0,0.9704794689996662,0.8,0.19848960255633552,0.05266666666666667,0.0
224,0,Exact no shift,1.0288217733512675,1.0,0.6475209073284853,0.8,0.08191426175910356,0.051666666666666666,0.0
225,0,Exact no shift,1.0937100257017727,1.0,0.5467640975974517,0.8,0.3139488437200372,0.059333333333333335,0.0
226,0,Exact no shift,1.1376918495245414,1.0,1.0968325236707297,0.8,0.18318899833723312,0.057,0.0
227,0,Exact no shift,0.6024508081081319,1.0,0.6543478803210151,0.8,0.15083639937502305,0.05733333333333333,0.0
228,0,Exact no shift,0.9857224664833872,1.0,0.968856776375895,0.8,0.13980554917579782,0.05266666666666667,0.0
229,0,Exact no shift,1.157343746469107,1.0,0.3962006421605939,0.8,0.22920386641289262,0.052333333333333336,0.0
230,0,Exact no shift,0.8199743183461543,1.0,0.8798510175209625,0.8,0.09417022274087108,0.04666666666666667,0.0
231,0,Exact no shift,1.1221639683990876,1.0,0.4791319344936139,0.8,0.17012301164496804,0.044333333333333336,0.001
232,0,Exact no shift,0.940270764237038,1.0,0.8731206399867023,0.8,0.2633763151507213,0.05366666666666667,0.0
233,0,Exact no shift,1.050157661264365,1.0,0.6147033578306114,0.8,0.1261023554599128,0.05366666666666667,0.0
234,0,Exact no shift,1.0419186377231933,1.0,0.9821823752559827,0.8,0.16587940007527244,0.058333333333333334,0.001
235,0,Exact no shift,0.9948761693781648,1.0,1.293207533543319,0.8,0.16006610083206632,0.06133333333333333,0.0
236,0,Exact no shift,1.1189490005653653,1.0,0.6425685139126457,0.8,0.14466336198466556,0.05366666666666667,0.0
237,0,Exact no shift,0.5891467224659819,1.0,0.7295539098775196,0.8,0.19682475619730683,0.052,0.0
238,0,Exact no shift,1.180870757766355,1.0,1.0101970985143147,0.8,0.19516067207840274,0.052,0.0
