shift_index,shift,method,metric,repeat_count,mean,sample_sd,monte_carlo_standard_error,ci95_low,ci95_high,repeat_quantile_2_5,repeat_quantile_97_5
1,Mild shift,Frozen causal latent SCM,accuracy_electrical_missing,10,0.7780291555641285,0.028846222946012957,0.009121976640241326,0.7573938107680188,0.7986645003602383,0.7422983731394946,0.8228642888212266
1,Mild shift,Frozen causal latent SCM,biomarker_missing_fraction,10,0.09483333333333334,0.00560257877132387,0.001771690968789108,0.09082548991792314,0.09884117674874354,0.08530833333333333,0.1028
1,Mild shift,Frozen causal latent SCM,all_biomarkers_missing_rate,10,0.0008,0.0013165611772087667,0.00041633319989322655,-0.0001418111302724297,0.0017418111302724298,0.0,0.0035500000000000006
1,Mild shift,Modular causal latent SCM,accuracy,10,0.8052999999999999,0.012028207587906733,0.0038036532147105247,0.7966955386353295,0.8139044613646703,0.7869,0.8253999999999999
1,Mild shift,Modular causal latent SCM,adjusted_rand_index,10,0.3727251796633661,0.029537795175729648,0.009340670981483919,0.3515951138967388,0.3938552454299934,0.32859812744899647,0.4231422440953504
1,Mild shift,Modular causal latent SCM,false_atrial_renal_competing,10,0.17182520200391216,0.057588599865085514,0.018211114283373565,0.13062879938422406,0.21302160462360026,0.0885695802185164,0.252806258069416
1,Mild shift,Modular causal latent SCM,brier_score,10,0.13611282632577637,0.0077132242697044405,0.0024391356795954913,0.13059511807700644,0.1416305345745463,0.1262994117921313,0.14695709519437408
1,Mild shift,Modular causal latent SCM,expected_calibration_error,10,0.0446500769520455,0.020632075800727255,0.006524435238754042,0.029890779043120354,0.05940937486097065,0.025833022894293203,0.0872344986075308
1,Mild shift,Modular causal latent SCM,mean_posterior_entropy,10,0.40964600341684154,0.01318819791435152,0.004170474364243303,0.40021173496126916,0.4190802718724139,0.38893688323552333,0.427298855852852
1,Mild shift,Modular causal latent SCM,predicted_atrial_prevalence,10,0.4944,0.056160880018429594,0.017759629625767662,0.45422492663243386,0.5345750733675662,0.405825,0.5631999999999999
1,Mild shift,Modular causal latent SCM,accuracy_complete_case,10,0.8189441371873668,0.011713404086386384,0.003704103606690467,0.8105648726815383,0.8273234016931953,0.7994957112611064,0.8371965240641711
1,Mild shift,Modular causal latent SCM,accuracy_any_missing,10,0.7660657329073189,0.02252161645837902,0.007121960459721246,0.7499547390397968,0.7821767267748411,0.7333104395604395,0.7962296296296296
1,Mild shift,Modular causal latent SCM,accuracy_electrical_missing,10,0.7742171314839987,0.03435650329434456,0.010864480284920713,0.7496399695867783,0.7987942933812192,0.7319635803063879,0.8229721362229102
1,Mild shift,Modular causal latent SCM,biomarker_missing_fraction,10,0.09483333333333334,0.00560257877132387,0.001771690968789108,0.09082548991792314,0.09884117674874354,0.08530833333333333,0.1028
1,Mild shift,Modular causal latent SCM,all_biomarkers_missing_rate,10,0.0008,0.0013165611772087667,0.00041633319989322655,-0.0001418111302724297,0.0017418111302724298,0.0,0.0035500000000000006
1,Mild shift,Target oracle (reference),accuracy,10,0.8089999999999999,0.012649110640673478,0.003999999999999987,0.7999513713485836,0.8180486286514163,0.79545,0.8288749999999999
1,Mild shift,Target oracle (reference),adjusted_rand_index,10,0.38188112175848243,0.03157025342388964,0.009983390712822048,0.35929712294790095,0.4044651205690639,0.3485145951241327,0.4320811515754954
1,Mild shift,Target oracle (reference),false_atrial_renal_competing,10,0.17868275628591718,0.028814449013655957,0.009111928840594502,0.15807014119174947,0.19929537138008488,0.1353677811550152,0.21343984962406015
1,Mild shift,Target oracle (reference),brier_score,10,0.13314833182827518,0.006210284177528434,0.0019638642917895323,0.12870576215373009,0.13759090150282027,0.12308677877671957,0.14053108954642407
1,Mild shift,Target oracle (reference),expected_calibration_error,10,0.03271967317202835,0.005467215943306231,0.0017288854840833685,0.02880866249045468,0.03663068385360202,0.025809862950371826,0.04189255912141299
1,Mild shift,Target oracle (reference),mean_posterior_entropy,10,0.40920999569751126,0.00873516394888154,0.0027623013813456295,0.4029612358417385,0.41545875555328404,0.39468975081119023,0.4208838717593267
1,Mild shift,Target oracle (reference),predicted_atrial_prevalence,10,0.49450000000000005,0.016681659922734845,0.005275204050819057,0.48256665937092275,0.5064333406290773,0.46935,0.521175
1,Mild shift,Target oracle (reference),accuracy_complete_case,10,0.8224221290249814,0.011927674833128971,0.0037718619662556346,0.8138895844607192,0.8309546735892435,0.8095305526794958,0.8425563758389262
1,Mild shift,Target oracle (reference),accuracy_any_missing,10,0.7704904167324869,0.024399359238549936,0.0077157548642489415,0.7530361665994998,0.7879446668654739,0.7400796877541064,0.8145222222222223
1,Mild shift,Target oracle (reference),accuracy_electrical_missing,10,0.7824572911817534,0.030819046359761935,0.009745838181116878,0.760410673532323,0.804503908831184,0.7506944444444444,0.8420791648542845
1,Mild shift,Target oracle (reference),biomarker_missing_fraction,10,0.09483333333333334,0.00560257877132387,0.001771690968789108,0.09082548991792314,0.09884117674874354,0.08530833333333333,0.1028
1,Mild shift,Target oracle (reference),all_biomarkers_missing_rate,10,0.0008,0.0013165611772087667,0.00041633319989322655,-0.0001418111302724297,0.0017418111302724298,0.0,0.0035500000000000006
2,Moderate shift,Pooled associative latent class model,accuracy,10,0.7647,0.016753440774294047,0.0052979031491504095,0.7527153104430422,0.7766846895569579,0.74745,0.7935500000000001
2,Moderate shift,Pooled associative latent class model,adjusted_rand_index,10,0.28054747625044435,0.03637887908499116,0.011504011663243423,0.25452359386488116,0.30657135863600754,0.24417560672454033,0.3440143232521608
