repeat,method,renal_effect_sd,bic_k1,bic_k2,delta_bic_k2_minus_k1,selected_k2,k2_converged,k2_minimum_effective_class_fraction
432,Renal-adjusted associative latent class model,1.5,6799.35592852077,6826.042803613993,26.686875093222625,False,True,0.3411712750757292
432,Biologically constrained latent SCM,1.5,6787.841875646666,6813.057123962123,25.215248315456847,False,True,0.3575736175414764
433,Associative latent class model,1.5,8161.916751582548,7902.028826069067,-259.8879255134816,True,True,0.2798487771246983
433,Renal-adjusted associative latent class model,1.5,6943.136180653288,6967.716769430148,24.580588776860168,False,True,0.41195562789973067
433,Biologically constrained latent SCM,1.5,6932.392157628426,6953.887425711588,21.495268083162046,False,True,0.11835060467627756
434,Associative latent class model,1.5,8202.387838138213,7921.892258726832,-280.4955794113812,True,True,0.36543346929128845
434,Renal-adjusted associative latent class model,1.5,6897.448638040176,6928.80677303936,31.358134999184585,False,True,0.4525855715761295
434,Biologically constrained latent SCM,1.5,6884.420229713389,6915.3513315344535,30.931101821064658,False,True,0.4195597579154745
435,Associative latent class model,1.5,8204.324126653899,7904.296319893512,-300.02780676038674,True,True,0.3095700030757836
435,Renal-adjusted associative latent class model,1.5,6919.903921473238,6944.485975159198,24.58205368595918,False,True,0.4457300683552711
435,Biologically constrained latent SCM,1.5,6906.7538507692525,6931.333455923304,24.579605154051933,False,True,0.44064196310625137
436,Associative latent class model,1.5,8148.142950176572,7891.3734982696005,-256.7694519069719,True,True,0.30412118381864145
436,Renal-adjusted associative latent class model,1.5,6890.624995116303,6915.977038185154,25.352043068851344,False,True,0.24330078783893166
436,Biologically constrained latent SCM,1.5,6878.183275830671,6903.6939833940505,25.510707563379583,False,True,0.2295262705351401
437,Associative latent class model,1.5,8234.63744503732,7957.563494862462,-277.0739501748585,True,True,0.3140243900932675
437,Renal-adjusted associative latent class model,1.5,6933.189578672804,6963.258311442645,30.068732769841517,False,True,0.37597703639941826
437,Biologically constrained latent SCM,1.5,6924.500431802889,6951.0817058030825,26.581274000193844,False,True,0.33763114374470055
438,Associative latent class model,1.5,8005.780944705976,7785.683405649224,-220.09753905675188,True,True,0.2783287434276824
438,Renal-adjusted associative latent class model,1.5,6784.313898954502,6809.719305225787,25.405406271284846,False,True,0.24668087872298028
438,Biologically constrained latent SCM,1.5,6772.115403934346,6796.456651247639,24.341247313292115,False,True,0.24750597397028712
439,Associative latent class model,1.5,8051.446931903286,7786.117611203665,-265.32932069962135,True,True,0.28382653667200086
439,Renal-adjusted associative latent class model,1.5,6810.8304569275015,6833.020118125814,22.189661198312933,False,True,0.20719471235342646
